Month,Date,Incident
Apr-2024,April - 24,"A four-member group of suspected armed cadres of the Communist Party of India-Maoist (CPI-Maoist) were spotted in the Kambamala area in Wayanad District of Kerala on April 24 and urged the people to boycott the April 26 Lok Sabha (Lower House of the
Read more... A four-member group of suspected armed cadres of the Communist Party of India-Maoist (CPI-Maoist) were spotted in the Kambamala area in Wayanad District of Kerala on April 24 and urged the people to boycott the April 26 Lok Sabha (Lower House of the Indian Parliament) polls, reports India Today. The Maoists reached the area around 6:15 a.m. and spoke to the labourers for 20 minutes. They raised slogans and called on the people to boycott voting. The suspected rebels were wearing uniforms and carrying guns. A video of the Maoists surfaced, in which they were seen interacting with the locals. According to locals, Maoist leader CP Moiteen was present in the group. The video showed that there were people, mainly workers, at the junction at the time of their arrival.
Read less..."
Apr-2024,April - 24,"Eighteen Communist Party of India-Maoist (CPI-Maoist) cadres, including three women, surrendered before Central Reserve Police Force (CRPF) and Dantewada Police in Dantewada District of Chhattisgarh on april 24, reports The Times of India. The surren
Read more... Eighteen Communist Party of India-Maoist (CPI-Maoist) cadres, including three women, surrendered before Central Reserve Police Force (CRPF) and Dantewada Police in Dantewada District of Chhattisgarh on april 24, reports The Times of India. The surrendered cadres were members of the Bhairamgarh and Malanger area committees and include ‘section commander’ of Hurrepal panchayat ‘militia’ (people’s army of the Maoists) platoon ‘A’ Hidma Oyam (34), ‘deputy commander’ of panchayat ‘militia’ platoon Sambati Oyam (23), ‘vice-president’ of Krantikari Mahila Adivasi Sangthan (KAMS) of Kakadi panchayat, Gangi Madkam (28), and Hurrepal Chetna Natya Manch (CNM) member Hungi Oyam, said Police. Dantewada Superintendent of Police (SP) Gaurav Rai told that all the surrendered cadres were involved in digging up roads, uprooting trees, and hanging up Maoist posters and banners. He said he has appealed to Maoists to give up violence and join the mainstream.
Read less..."
Apr-2024,April - 24,"On April 24, a combined team consisting of Manipur Police and India Army personnel recovered a huge cache of arms and ammunition along with explosives in Sabungkhok Khunao-Chanung ridge near Sabungkhok village in Imphal East District of Manipur, repo
Read more... On April 24, a combined team consisting of Manipur Police and India Army personnel recovered a huge cache of arms and ammunition along with explosives in Sabungkhok Khunao-Chanung ridge near Sabungkhok village in Imphal East District of Manipur, reports Northeast Now. The operation resulted in the recovery of four improvised long-range mortars (Pompi), one 9mm pistol, one 7.65mm pistol, two .303 rifles, ammunition and three grenades.
Read less..."
Apr-2024,April - 24,"On April 24, a drug peddler, identified as Rana Singh, was arrested while his two associates, identified as Lovepreet Singh and Arashdeep Singh, managed to escape near Dall village in Tarn Taran District of Punjab, reports The Tribune. One drone and
Read more... On April 24, a drug peddler, identified as Rana Singh, was arrested while his two associates, identified as Lovepreet Singh and Arashdeep Singh, managed to escape near Dall village in Tarn Taran District of Punjab, reports The Tribune. One drone and 3.166 kilograms of Heroin was recovered.
Read less..."
Apr-2024,April - 24,"On April 24, a joint operation by Assam Rifles, Arunachal Pradesh Police and Assam Police resulted in the arrest of three overground workers (OGWs) of United Liberation Front of Asom-Independent (ULFA-I) from Tinsukia District of Assam, along the Ass
Read more... On April 24, a joint operation by Assam Rifles, Arunachal Pradesh Police and Assam Police resulted in the arrest of three overground workers (OGWs) of United Liberation Front of Asom-Independent (ULFA-I) from Tinsukia District of Assam, along the Assam-Arunachal border, for their involvement in an ambush, carried out by ULFA-I, on an Assam Rifles convoy at Margherita, in Tinsukia, on April 16, reports The Times of India. The arrested cadres were identified as Mankhul Mossang (28), Mannong Mossang (39) and Jhonwang Hakum (21). The trio was accused of providing logistical support ration and guidance to the ULFA-I cadres involved in the ambush.
Read less..."
Apr-2024,April - 24,"On April 24, Police detained 67 suspected people for questioning in connection with the killing of a civilian by two Lashkar-e-Taiba (LeT) terrorists in a village in Rajouri District of Jammu and Kashmir (J&K), reports the Daily Excelsior. During inv
Read more... On April 24, Police detained 67 suspected people for questioning in connection with the killing of a civilian by two Lashkar-e-Taiba (LeT) terrorists in a village in Rajouri District of Jammu and Kashmir (J&K), reports the Daily Excelsior. During investigations, the police identified one of the two terrorists, identified as Abu Hamza. Earlier, SATP had reported this incident on April 22, when two unidentified LeT terrorists killed a government employee, namely Mohammad Razaq.
Read less..."
Apr-2024,April - 24,"On April 24, suspected Kuki militants exploded an improvised explosive device (IED) causing damages to a culvert bridge at a location between Supermeina and (Koubru) Laikha on the National Highway 102 in Kangpokpi District of Manipur, halting the tra
Read more... On April 24, suspected Kuki militants exploded an improvised explosive device (IED) causing damages to a culvert bridge at a location between Supermeina and (Koubru) Laikha on the National Highway 102 in Kangpokpi District of Manipur, halting the transportation of heavy vehicles plying on the road which connects Imphal in Manipur and Dimapur in Nagaland, reports Northeast Now.
Read less..."
Apr-2024,April - 24,"On April 24, the Border Security Force (BSF) stated on the social media platform ‘X’, formerly 'Twitter', that troops recovered one drone (a China-made DJI Mavic 3 Classic) in a farming field adjacent to Khemkaran village in Tarn Taran District of Pu
Read more... On April 24, the Border Security Force (BSF) stated on the social media platform ‘X’, formerly 'Twitter', that troops recovered one drone (a China-made DJI Mavic 3 Classic) in a farming field adjacent to Khemkaran village in Tarn Taran District of Punjab.
Read less..."
Apr-2024,April - 24,"Security personnel recovered three powerful Improvised Explosive Devices (IEDs) during an anti-Communist Party of India-Maoist (CPI-Maoist) operation launched in the Jimki Ikir village under Tonto Police Station limits in West Singhbhum District of J
Read more... Security personnel recovered three powerful Improvised Explosive Devices (IEDs) during an anti-Communist Party of India-Maoist (CPI-Maoist) operation launched in the Jimki Ikir village under Tonto Police Station limits in West Singhbhum District of Jharkhand on April 24, reports NDTV. ""The security personnel were carrying out an intensified operation jointly in various villages within the limits of Goilkera and Tonto police stations today when they detected three IEDs planted by banned CPI (Maoists) to target them in a forest near Jimki Ikir village within the limits of the Tonto police station,"" Superintendent of Police (SP) Ashutosh Shekhar, said. The IEDs, weighing five kilograms each, were destroyed on the spot by the Bomb Disposal Squad (BDS). Besides, security personnel also recovered 125 kilograms of rice, packets of salt, mustard oil, chilly and turmeric powder.
Read less..."
Apr-2024,April - 25,"On April 25, Meghalaya Police arrested the mastermind behind the formation of the Garo National Liberation Army-Regrouped (GNLA-R) identified as Simon G Momin along with another cadre identified as Rakban Ch Momin from Gambil Apal Village under Daina
Read more... On April 25, Meghalaya Police arrested the mastermind behind the formation of the Garo National Liberation Army-Regrouped (GNLA-R) identified as Simon G Momin along with another cadre identified as Rakban Ch Momin from Gambil Apal Village under Dainadubi Police station in North Garo Hills District of Meghalaya, reports The Shillong Times. Police sources stated that Simon G Momin was earlier a member of the A’chik National Liberation Army (ANLA) and he was also associated with the now defunct Achik Matgrik Elite Force (AMEF). He was also arrested earlier in Arms Act cases in West Khasi Hills, East Garo Hills and an extortion as well as abduction case in South Garo Hills.
Read less..."
Apr-2024,April - 25,"On April 25, Police attached the properties of four militant handlers, identified as Mumtaz Ahmad Khwaja, Lateef Ahmad Bhat, Mushtaq Ahmad Mir, and Ghulam Nabi Ganai, operating from Pakistan in the Handwara in the Kupwara District of Jammu and Kashmi
Read more... On April 25, Police attached the properties of four militant handlers, identified as Mumtaz Ahmad Khwaja, Lateef Ahmad Bhat, Mushtaq Ahmad Mir, and Ghulam Nabi Ganai, operating from Pakistan in the Handwara in the Kupwara District of Jammu and Kashmir (J&K), reports the Daily Excelsior. Police said, “These absconders fled to Pakistan or Pakistan-occupied Jammu and Kashmir (PoJK) in the 1990s or first after 2000 and are presently in Pakistan or PoK. Since then, they have been continuously involved in handling terrorists and reviving and spreading terrorism in Handwara and other areas of Jammu and Kashmir”.
Read less..."
Apr-2024,April - 25,"On April 25, the Border Security Force (BSF) recovered a drone and 540 grams of heroin near Noorwala village in Tarn Taran District of Punjab, reports The Tribune. The packet containing heroin was wrapped in yellow-colored adhesive tape.
Read more... On April 25, the Border Security Force (BSF) recovered a drone and 540 grams of heroin near Noorwala village in Tarn Taran District of Punjab, reports The Tribune. The packet containing heroin was wrapped in yellow-colored adhesive tape.
Read less..."
Apr-2024,April - 25,"On April 25, the National Investigation Agency (NIA) arrested a key suspect, identified as Inderpal Singh Gaba, in connection with the attack on the Indian High Commission in London on March 22, 2023, reports The Times of India. In the context of the
Read more... On April 25, the National Investigation Agency (NIA) arrested a key suspect, identified as Inderpal Singh Gaba, in connection with the attack on the Indian High Commission in London on March 22, 2023, reports The Times of India. In the context of the attack last year Police said “the attacks in London in March 2023 were found to be in retaliation to the action taken by the Punjab Police against pro-Khalistan separatist Amritpal Singh on March 18, 2023’’.
Read less..."
Apr-2024,April - 25,"Police on April 25 killed two cadres of the Communist Party of India-Maoist (CPI-Maoist) in an encounter during a search operation in the Parhel Reserve Forest area in Boudh District of Odisha, reports argusenglish.in. Following a tip-off about the p
Read more... Police on April 25 killed two cadres of the Communist Party of India-Maoist (CPI-Maoist) in an encounter during a search operation in the Parhel Reserve Forest area in Boudh District of Odisha, reports argusenglish.in. Following a tip-off about the presence of 40 to 50 ultras, the personnel of Special Operation Group (SOG), an elite commando unit of Odisha Police, launched a search operation in the Parhel Reserve Forest early on April 25 morning. The extremists opened fire after seeing the security personnel. Director of intelligence, Soumendra Priyadarshi, said the bodies of two Maoist cadres were recovered by the elite anti-naxal force special operations group after an exchange of fire with a group of Maoists in the Parhel reserve forest area of Boudh District. “The deceased were identified as Sunil and Santu, both party members, and both belong to the 8th Company of Maoists. Sunil is originally from Sukma, and Santu is from Bijapur in Chhattisgarh,” said the Police. Police have so far seized arms, grenades, and other incriminating articles. A Maoist camp has reportedly been destroyed by them.
Read less..."
Apr-2024,April - 26,"A ‘militia commander’ and a member of a frontal organisation of the Communist Party of India-Maoist (CPI-Maoist) from Chhattisgarh surrendered before the Police in Bhadrachalam in Bhadradri Kothagudem District of Telangana on April 26, reports The Hi
Read more... A ‘militia commander’ and a member of a frontal organisation of the Communist Party of India-Maoist (CPI-Maoist) from Chhattisgarh surrendered before the Police in Bhadrachalam in Bhadradri Kothagudem District of Telangana on April 26, reports The Hindu. Police identified the surrendered cadre as Podium Idumaiah alias Harish, ‘militia commander’ of Nimmalagudem Revolutionary People’s Committee (RPC), and Uike Mutyalakka, ‘president’ of Dandakaranya Adivasi Kisan Mazdoor Sangthan (DAKMS), a frontal outfit of the CPI-Maoist, both hailing from Chhattisgarh’s Sukma District. Police said that the duo joined the mainstream to lead a peaceful life after being disillusioned with the Maoist ideology.
Read less..."
Apr-2024,April - 26,"On April 26, a gunfight broke out between two groups in Sinam Kom in Kangpkopi District of Manipur, reports India TodayNE and Northeast Now. A 22-year-old village volunteer identified as Laishram Boycha alias Prem was hit by a bullet during the gunfi
Read more... On April 26, a gunfight broke out between two groups in Sinam Kom in Kangpkopi District of Manipur, reports India TodayNE and Northeast Now. A 22-year-old village volunteer identified as Laishram Boycha alias Prem was hit by a bullet during the gunfight and he fell into a deep gorge from the hill slope. His body was later recovered on the deep ravine on April 27.
Read less..."
Apr-2024,April - 26,"On April 26, Maoists killed a Congress leader and former Janpad Panchayat member identified as Joga Podiyam (44) at Potali village in Dantewada District, in Bastar region of Chhattisgarh, reports The Times of India. Dantewada District Superintendent
Read more... On April 26, Maoists killed a Congress leader and former Janpad Panchayat member identified as Joga Podiyam (44) at Potali village in Dantewada District, in Bastar region of Chhattisgarh, reports The Times of India. Dantewada District Superintendent of Police (SP) Gaurav Rai stated that seven-eight Maoists entered the house of Joga Podiyam at around 11 pm, disconnected the electricity supply, dragged him out, and slit his throat, killing him on the spot.
Read less..."
Apr-2024,April - 26,"On April 26, Security Forces (SFs) killed top Jaish-e-Mohammad (JeM) ‘commander’, identified as Abu Maaz, and his aide, identified as Faraz alias Saifullah, in the Sopore area of Baramulla District in Jammu and Kashmir (J&K), reports the Daily Excels
Read more... On April 26, Security Forces (SFs) killed top Jaish-e-Mohammad (JeM) ‘commander’, identified as Abu Maaz, and his aide, identified as Faraz alias Saifullah, in the Sopore area of Baramulla District in Jammu and Kashmir (J&K), reports the Daily Excelsior.
Read less..."
Apr-2024,April - 26,"On April 26, the Border Security Force (BSF) stated on the social media platform ‘X’, formerly 'Twitter', that the troops recovered one packet of suspected Heroin (gross weight: 510 grams) in Mahawa village of Amritsar District of Punjab. The narcoti
Read more... On April 26, the Border Security Force (BSF) stated on the social media platform ‘X’, formerly 'Twitter', that the troops recovered one packet of suspected Heroin (gross weight: 510 grams) in Mahawa village of Amritsar District of Punjab. The narcotics were wrapped with yellow adhesive tape.
Read less..."
Apr-2024,April - 26,"On April 26, the National Investigation Agency (NIA) chargesheeted an accused identified as Thaha Naseer in the 2022 Islamic State (IS) inspired Coimbatore car bomb blast case, reports NIA. The blast was triggered on October 23, 2022 in front of Arul
Read more... On April 26, the National Investigation Agency (NIA) chargesheeted an accused identified as Thaha Naseer in the 2022 Islamic State (IS) inspired Coimbatore car bomb blast case, reports NIA. The blast was triggered on October 23, 2022 in front of Arulmigu Kottai Sangameshwarar Thirukovil Temple at Eswaran Kovil Street in Ukkadam in Coimbatore District of Tamil Nadu, by a vehicle-borne impoverished explosive device (VIED), driven by accused Jamesha Mubeen, who was killed in the blast. NIA investigations revealed that Thaha Naseer was a close associate of Jamesha Mubeen and Umar Faaruq, the Amir or the leader of the attack. NIA further revealed that Thaha Nasser along with another accused had visited Jamesha Mubeen’s house a week before the blast and had planned to use the explosives to carry out a series of terror attacks.
Read less..."
Apr-2024,April - 27,"A Communist Party of India-Maoist (CPI-Maoist) cadre, identified as Vishnu Viswakarma (31), was arrested following a joint operation by the Central Reserve Police Force (CRPF) and local Police in Palamu District of Jharkhand on April 27, reports devd
Read more... A Communist Party of India-Maoist (CPI-Maoist) cadre, identified as Vishnu Viswakarma (31), was arrested following a joint operation by the Central Reserve Police Force (CRPF) and local Police in Palamu District of Jharkhand on April 27, reports devdiscourse.com. Vishnu, who has the knowledge of fixing country-made guns, was an aide of Maoist ‘commander’ Rajendra Bhuiyan (34), who was arrested in Palamu District on April 27, 2024.
Read less..."
Apr-2024,April - 27,"On April 27 (today), two Central Reserve Police Force (CRPF) personnel identified as Sub-Inspector N Sarkar and Head Constable Arup Saini were killed while two others identified as Inspector Jadav Das and Constable Aftab Hussain sustained injuries in
Read more... On April 27 (today), two Central Reserve Police Force (CRPF) personnel identified as Sub-Inspector N Sarkar and Head Constable Arup Saini were killed while two others identified as Inspector Jadav Das and Constable Aftab Hussain sustained injuries in an attack by suspected Kuki militants in Naransena area under the jurisdiction of the Moirang Police station in Bishnupur District of Manipur, reports India TodayNE and NDTV. Sources stated that a group of militants opened gunfire from a hillside in Naransena village towards the valley region, targeting a central security force (SF) post. The bomb, fired by the armed groups, fell and exploded inside the outpost of B/128 Bn CRPF at Naransena, causing severe injuries to four personnel. Two of them later succumbed to their injuries.
Read less..."
Apr-2024,April - 27,"On April 27, a joint team of security forces (SFs) conducted a counter-insurgency operation (CIO) in the vicinity of Naransena in Bishnupur District of Manipur and destroyed four bunkers belonging to Kuki militants, reports Northeast Now. The joint t
Read more... On April 27, a joint team of security forces (SFs) conducted a counter-insurgency operation (CIO) in the vicinity of Naransena in Bishnupur District of Manipur and destroyed four bunkers belonging to Kuki militants, reports Northeast Now. The joint team also seized four sophisticated weapons, four explosives (including hand grenades), 145 rounds of live ammunition, 197 empty bullet casings, 32 projectiles, a black walkie-talkie, and two Chinese hand grenades. The Manipur Police’s bomb disposal squad safely detonated the explosives.
Read less..."
Apr-2024,April - 27,"On April 27, one Kuki militant identified as Agou was killed in a gunfight with Meitei village volunteers in Kharam Thadoi in Kangpokpi District of Manipur, reports Imphal Free Press.
Read more... On April 27, one Kuki militant identified as Agou was killed in a gunfight with Meitei village volunteers in Kharam Thadoi in Kangpokpi District of Manipur, reports Imphal Free Press.
Read less..."
Apr-2024,April - 27,"Security Forces (SFs) arrested top Communist Party of India-Maoist (CPI-Maoist) ‘commander’, identified as Rajendra Bhuiyan, in Palamu District of Jharkhand on April 27 (today), reports etvbharat.com. Four weapons have also been recovered from Bhuiya
Read more... Security Forces (SFs) arrested top Communist Party of India-Maoist (CPI-Maoist) ‘commander’, identified as Rajendra Bhuiyan, in Palamu District of Jharkhand on April 27 (today), reports etvbharat.com. Four weapons have also been recovered from Bhuiyan. Police and security agencies had received information that Rajendra may carry out some incidents during the Lok Sabha (Lower House of the Indian Parliament) elections, following which the Palamu Police and Central Reserve Police Force (CRPF) team jointly started the search operation in the border areas of Hussainabad, Chhatarpur, Pandu, and Haidernagar of Palamu. Bhuiyan was arrested during the search operation. Rajendra is very close to Maoist commander Nitish Yadav, carrying a reward of INR 1 million, and is an important member of his squad.
Read less..."
Apr-2024,April - 28,"On April 28, a joint team of the central and State security forces (SFs) carried out a special operation in the villages of Phunchunjang and Maulsang in Churachandpur District of Manipur and destroyed two bunkers belonging to suspected militants, rep
Read more... On April 28, a joint team of the central and State security forces (SFs) carried out a special operation in the villages of Phunchunjang and Maulsang in Churachandpur District of Manipur and destroyed two bunkers belonging to suspected militants, reports Northeast Now.
Read less..."
Apr-2024,April - 28,"On April 28, a village Defence Guard (VDG) member, identified as Mohd Sharief, was killed in a gunfight with infiltrated terrorists in a remote village in the Udhampur district of Jammu and Kashmir (J&K), reports Daily Excelsior.
Read more... On April 28, a village Defence Guard (VDG) member, identified as Mohd Sharief, was killed in a gunfight with infiltrated terrorists in a remote village in the Udhampur district of Jammu and Kashmir (J&K), reports Daily Excelsior.
Read less..."
Apr-2024,April - 28,"On April 28, in a joint mid-sea operation, the Gujarat’s Anti-Terrorist Squad (ATS) and Narcotics Control Bureau (NCB) seized a Pakistani boat with 14 crew members and 86 kg of drugs valued at 6.02 billion off the Porbandar coast in Gujarat, reports
Read more... On April 28, in a joint mid-sea operation, the Gujarat’s Anti-Terrorist Squad (ATS) and Narcotics Control Bureau (NCB) seized a Pakistani boat with 14 crew members and 86 kg of drugs valued at 6.02 billion off the Porbandar coast in Gujarat, reports The Hindu. The authorities arrested all 14 persons, who are Pakistan nationals, after their boat was seized in the sea. Officials stated that the consignment was meant to be delivered to some unidentified handlers in Tamil Nadu, from where it was to be smuggled to Sri Lanka for final delivery. The consignment was sent by a leading member of the drug mafia, Haji Aslam alias Babu Baloch, who is based in Balochistan in Pakistan.
Read less..."
Apr-2024,April - 28,"On April 28, one Kuki militant identified as Lammang Kipgen (44) was killed while three others were injured in a gunfight with village volunteers at Bethel Village under Koubru range in Kangpokpi District of Manipur, reports India TodayNE and The San
Read more... On April 28, one Kuki militant identified as Lammang Kipgen (44) was killed while three others were injured in a gunfight with village volunteers at Bethel Village under Koubru range in Kangpokpi District of Manipur, reports India TodayNE and The Sangai Express.
Read less..."
Apr-2024,April - 28,"On April 28, pro-Khalistan slogans were raised at a public meeting attended by Canadian Prime Minister (PM) Justin Trudeau in Canada, reports The Hindu. During the event when Canada Prime Minister Trudeau walked up to the stage for his address to mar
Read more... On April 28, pro-Khalistan slogans were raised at a public meeting attended by Canadian Prime Minister (PM) Justin Trudeau in Canada, reports The Hindu. During the event when Canada Prime Minister Trudeau walked up to the stage for his address to mark ‘Khalsa Day’, the chants of 'Khalistan Zindabad' kept getting louder. The Ministry of External Affairs in India said, ‘’The government of India’s deep concern and strong protest were conveyed at such disturbing actions being allowed to continue unchecked at the event. This illustrates once again the political space that has been given in Canada to separatism, extremism, and violence’’.
Read less..."
Apr-2024,April - 28,"On April 28, the Border Security Force (BSF) recovered a drone (Matrice 300 RTK drone) in Tarn Taran District and a suspected packet of heroin (weighing 440 Grams) near Rajatal village in Amritsar District of Punjab, reports Times of India. Narcotics
Read more... On April 28, the Border Security Force (BSF) recovered a drone (Matrice 300 RTK drone) in Tarn Taran District and a suspected packet of heroin (weighing 440 Grams) near Rajatal village in Amritsar District of Punjab, reports Times of India. Narcotics were wrapped in yellow adhesive tape with LED lights.
Read less..."
Apr-2024,April - 29,"A Communist Party of India-Maoist (CPI-Maoist) cadre was killed in an encounter with security personnel in a forest area under Kistaram Police Station limits in Sukma District of Chhattisgarh on April 29 (today), reports The Hindu. After the gunfight
Read more... A Communist Party of India-Maoist (CPI-Maoist) cadre was killed in an encounter with security personnel in a forest area under Kistaram Police Station limits in Sukma District of Chhattisgarh on April 29 (today), reports The Hindu. After the gunfight stopped, the body of a Naxalite [Left Wing extremism, LWE] and a weapon were recovered from the spot, Sukma Superintendent of Police (SP) Kiran G. Chavan said, adding that a search operation was still underway in the area. The identity of the slain Maoist is yet to be ascertained.
Read less..."
Apr-2024,April - 29,"On April 29, a massive search operation was conducted to track down and neutralise two groups of terrorists in the dense forests of Basantgarh in the Udhampur District of Jammu and Kashmir (J&K), reports the Daily Excelsior. The hunt was launched by
Read more... On April 29, a massive search operation was conducted to track down and neutralise two groups of terrorists in the dense forests of Basantgarh in the Udhampur District of Jammu and Kashmir (J&K), reports the Daily Excelsior. The hunt was launched by the police, army, and Central Reserve Police Force (CRPF) following a case of a brief encounter with a village defence guard (VDG) in the Udhampur District. Earlier, SATP reported this news on April 28.
Read less..."
Apr-2024,April - 29,"On April 29, an Assam Rifles team seized a significant cache of arms and communication equipment during “Operation Cloudburst” in the Mon District of Nagaland, reports Northeast Now. The recovered weapons include eleven 82 mm mortars, four RCL tubes,
Read more... On April 29, an Assam Rifles team seized a significant cache of arms and communication equipment during “Operation Cloudburst” in the Mon District of Nagaland, reports Northeast Now. The recovered weapons include eleven 82 mm mortars, four RCL tubes, ten pistols of various makes and a number of communication devices – 199 Radio Sets along with Satellite Phones. One person was arrested in connection with the recovery.
Read less..."
Apr-2024,April - 29,"On April 29, Border Security Forces (BSFs) recovered a damaged drone (DJI Mavic 3) from the fields of Neshta village, in the Amritsar District of Punjab, reports Amar Ujala.
Read more... On April 29, Border Security Forces (BSFs) recovered a damaged drone (DJI Mavic 3) from the fields of Neshta village, in the Amritsar District of Punjab, reports Amar Ujala.
Read less..."
Apr-2024,April - 29,"On April 29, BSF recovered a drone (DJI Mavic 3 Classic) with one packet of heroin weighing 510 grams in Mamdot village in Ferozepur District of Punjab, reports The Tribune.
Read more... On April 29, BSF recovered a drone (DJI Mavic 3 Classic) with one packet of heroin weighing 510 grams in Mamdot village in Ferozepur District of Punjab, reports The Tribune.
Read less..."
Apr-2024,April - 29,"On April 29, Punjab Police busted an international drug syndicate with the arrest of three, identified as Satnam Singh alias Babbi, Aman Rozi, and Hardeep Singh, and recovered 48 kilograms of Heroin and INR 2.1 million drug money in Jalandhar Distric
Read more... On April 29, Punjab Police busted an international drug syndicate with the arrest of three, identified as Satnam Singh alias Babbi, Aman Rozi, and Hardeep Singh, and recovered 48 kilograms of Heroin and INR 2.1 million drug money in Jalandhar District of Punjab, reports The Hindu. Director General of Police (DGP) Gaurav Yadav said, “This drug syndicate, spread across five countries—Iran, Afghanistan, Turkey, Pakistan, and Canada—was actively involved in trans-border and inter-state drug smuggling using their domestic network spanning two states—Gujarat and Jammu and Kashmir’’.
Read less..."
Apr-2024,April - 29,"On April 29, Security Forces (SFs) arrested one cadre of Kangleipak Communist Party- Lamyanba Khuman (KCP- Lamyanba Khuman) faction, identified as Wangkhem Premjit alias Kamcha Singh (44), from Khongjom in Thoubal District of Manipur and seized one 9
Read more... On April 29, Security Forces (SFs) arrested one cadre of Kangleipak Communist Party- Lamyanba Khuman (KCP- Lamyanba Khuman) faction, identified as Wangkhem Premjit alias Kamcha Singh (44), from Khongjom in Thoubal District of Manipur and seized one 9 mm Pistol along with three rounds from his possession, reports Imphal Free Press. He was involved in extorting money from the general public in the region.
Read less..."
Apr-2024,April - 29,"On April 29, Security Forces (SFs) arrested three persons identified as Lunminthang Singsit (31), Paolenmang Samte (36) and Seiginlen Kipgen (30) from Twichamphai and Motbung Village in Kangpokpi District of Manipur and recovered half kilogram of exp
Read more... On April 29, Security Forces (SFs) arrested three persons identified as Lunminthang Singsit (31), Paolenmang Samte (36) and Seiginlen Kipgen (30) from Twichamphai and Motbung Village in Kangpokpi District of Manipur and recovered half kilogram of explosives substance (Gun powder) and two suspected explosive ammunition from their possession, reports Imphal Free Press.
Read less..."
Apr-2024,April - 29,"On April 29, two 9mm Pistol, five 9 mm pistol magazines and 500 ammunition were recovered from Mantripukhri Bazar in Imphal East District of Manipur, reports Imphal Free Press.
Read more... On April 29, two 9mm Pistol, five 9 mm pistol magazines and 500 ammunition were recovered from Mantripukhri Bazar in Imphal East District of Manipur, reports Imphal Free Press.
Read less..."
Apr-2024,April - 30,"At least 16 Communist Party of India-Maoist (CPI-Maoist) cadres carrying a total cash reward of INR 1.6 million surrendered in Bijapur District of Chhattisgarh on April 30, reports The Times of India. Among the 16 Maoists, one carried a reward of INR
Read more... At least 16 Communist Party of India-Maoist (CPI-Maoist) cadres carrying a total cash reward of INR 1.6 million surrendered in Bijapur District of Chhattisgarh on April 30, reports The Times of India. Among the 16 Maoists, one carried a reward of INR 800,000 on his head, one carried a bounty of INR 500,000, and three carried a reward of INR 100,000 each. The surrendered Maoists included one ‘PLGA (People's Liberation Guerilla Army) battalion number 1 member, Arun Kadti (21), who carried a reward of INR 800,000 cash on his head. Kadti worked as a ‘platoon commander’ in the organisation to hold meetings for him with villagers, recruit youths, and brainwash them with Maoist ideology. He was involved in significant violent activities, including the recent attack on the Tekulagudem security camp on January 30. Another Matwada Local Organising Squad (LOS) ‘commander’ and ‘area committee member (ACM)’, Ramesh Hemla (42), carrying a bounty of INR 500,000, also surrendered before the Police. He joined the organisation in 1996 as a member of the cultural wing of Maoists called Chetna Natya Manch (CNM) and was given a task as a PLGA member in 2003. Later, he was promoted to Local Guerrilla Squad (LGS) ‘commander’ in 2007. Since 2010, he has served as LOS ‘commander’ for the Bhairamgarh area committee. Hemla had 42 Police warrants against him and has been involved in encounters and attacks since 2003. Three other cadres carrying INR 100,000 each were Sudru Punem-Dumripalnar Revolutionary People’s Committee (RPC), CNM ‘commander’, Payki Karam RPC Krantikari Adivasi Mahila Sangathan (KAMS) 'president', and Madded area committee LGS member.
Read less..."
Apr-2024,April - 30,"Four Communist Party of India-Maoist (CPI-Maoist) cadres were killed in an encounter with Security Forces (SFs) in Narayanpur District of Chhattisgarh on April 30, reports latestly.com. Sharing details of the exchange of fire, a Police officer inform
Read more... Four Communist Party of India-Maoist (CPI-Maoist) cadres were killed in an encounter with Security Forces (SFs) in Narayanpur District of Chhattisgarh on April 30, reports latestly.com. Sharing details of the exchange of fire, a Police officer informed that a joint security team from the District Reserve Guard (DRG) and the Special Task Force (STF) were involved in the operation in Abujhmad area in the Narayanpur-Kanker border area. ""We can confirm that four Naxals [Left Wing Extremists, LWEs] have been killed and many others were injured in the ongoing operation with the forces in the Narayanpur district. All security personnel are safe,"" an officer said. No further details were available at the time of writing.
With the killing of six more Communist Party of India-Maoist (CPI-Maoist) cadres, including three female cadres, the death toll rose to 10 in the encounter with Security Forces (SFs) in the forest between the Tekmeta and Kakur villages in Narayanpur District of Chhattisgarh on April 30, reports Latestly.com on May 1. During the search of the incident site after the encounter, the bodies of a total of 10 Maoist cadres, including 3 female Maoists, have been recovered and are being identified,"" the police said. A huge quantity of weapons, including an AK47 and an INSAS (Indian Small Arms System) assault rifle, have also been recovered from the encounter site. As per the initial investigation, two of those killed in Tuesday’s encounter have been identified as ‘divisional committee members (DVCM)’ Joganna and Vinay alias Ashok. Police said that they had specific information about the location of Maoist ‘central committee (CC)’ member Sonu, along with DVCM Joganna and Vinay and cadres from north Bastar, Marh, and Gadchiroli divisions. A joint team of the District Reserve Guard (DRG) and Special Task Force (STF) was sent to intercept them, according to The Times of India. Earlier, SATP reported that four CPI-Maoist cadres were killed in an encounter with SFs in Narayanpur District on April 30.
Read less..."
